Date,SL_vol,FW_in,PS_TS,PS_VS,M1_in,M1_temp,M1_pH,M1_TS,M1_VS,M1_VFA,M1_Alk,M1_vol,M1_eff,BP,CH4,CO2,H2S
2021-06-12,2204,232,,,2436,,,,,,,26276,1962,23232,,,
2021-06-13,2236,64,,,2300,,,,,,,26276,2111,21992,,,
2021-06-14,2244,340,31229.0,22549.0,2584,38.8,7.5,20580.0,12535.0,60.0,2175.0,26276,2084,24145,,,
2021-06-15,2216,384,,,2600,36.4,7.5,21190.0,12510.0,58.0,2515.0,26276,1974,25134,,,
2021-06-16,1588,344,,,1932,37.9,7.6,22005.0,13370.0,58.0,2275.0,26276,2051,25693,62.6,34.7,6.0
2021-06-17,1740,312,,,2052,,,,,,,26276,2162,23806,,,
2021-06-18,2128,288,,,2416,34.7,7.5,22580.0,13490.0,58.0,2265.0,26276,2005,26057,,,
2021-06-19,2412,272,,,2684,,,,,,,26276,1794,24700,,,
2021-06-20,2420,68,,,2488,,,,,,,26276,1813,24031,,,
2021-06-21,2308,388,28208.0,20313.0,2696,38.6,7.6,20500.0,12195.0,50.0,2265.0,26276,1518,23208,,,
2021-06-22,2348,348,,,2696,39.5,7.9,20830.0,12005.0,53.0,2520.0,26276,2098,20003,,,
2021-06-23,2432,376,,,2808,37.4,7.7,21365.0,12760.0,50.0,2280.0,26276,1991,25116,,,
2021-06-24,2404,304,,,2708,,,,,,,26276,2093,22201,,,
2021-06-25,2400,328,,,2728,37.7,7.5,21695.0,12970.0,58.0,2275.0,26276,2014,21324,62.6,34.7,6.0
2021-06-26,2404,236,,,2640,,,,,,,26276,2127,24011,,,
2021-06-27,2412,64,,,2476,,,,,,,26276,2154,18725,,,
2021-06-28,2420,348,26823.0,18775.0,2768,38.7,7.6,19640.0,11790.0,53.0,2130.0,26276,1763,18922,,,
2021-06-29,2404,376,,,2780,38.9,7.6,20090.0,11345.0,58.0,2385.0,26276,1603,23143,,,
2021-06-30,1888,292,,,2180,37.2,7.6,21350.0,12500.0,53.0,2135.0,26276,1720,24873,,,
2021-07-01,1900,280,,,2180,,,,,,,26276,1507,22341,,,
2021-07-02,1816,320,,,2136,38.1,7.6,20945.0,12260.0,55.0,2205.0,26276,1773,23828,63.8,32.4,2.0
2021-07-03,1784,256,,,2040,,,,,,,26276,1639,21934,,,
2021-07-04,1644,64,,,1708,,,,,,,26276,1708,21698,,,
2021-07-05,1736,412,34243.0,24131.0,2148,39.1,7.6,19470.0,11490.0,58.0,2405.0,26276,1698,23800,,,
2021-07-06,1648,300,,,1948,39.5,7.7,20860.0,11725.0,50.0,2470.0,26276,1788,25467,,,
2021-07-07,1836,348,,,2184,38.8,7.6,21375.0,12375.0,58.0,2160.0,26276,1434,26390,,,
2021-07-08,1904,292,,,2196,,,,,,,26276,1704,24993,,,
2021-07-09,2036,316,,,2352,37.8,7.5,21345.0,12335.0,48.0,2235.0,26276,1941,23815,60.0,32.4,3.0
2021-07-10,1596,264,,,1860,,,,,,,26276,1759,21487,,,
2021-07-11,1628,64,,,1692,,,,,,,26276,1708,18531,,,
2021-07-12,2084,344,30059.0,21332.0,2428,39.0,7.7,21970.0,12935.0,53.0,2380.0,26276,1958,19478,,,
2021-07-13,1648,344,,,1992,38.7,7.6,21905.0,12390.0,50.0,2510.0,26276,2339,23248,,,
2021-07-14,2156,296,,,2452,37.2,7.5,21810.0,12305.0,40.0,2300.0,26276,2437,23974,,,
2021-07-15,2112,264,,,2376,,,,,,,26276,2434,21249,,,
2021-07-16,2400,268,,,2668,37.1,7.5,21410.0,12005.0,48.0,2275.0,26276,2449,21952,63.3,33.3,3.0
2021-07-17,2416,292,,,2708,,,,,,,26276,2388,20244,,,
2021-07-18,2432,64,,,2496,,,,,,,26276,2409,18751,,,
2021-07-19,2028,384,27582.0,19601.0,2412,37.3,7.6,25200.0,13730.0,45.0,2350.0,26276,2112,20077,,,
2021-07-20,2296,316,,,2612,37.6,7.5,22240.0,12010.0,45.0,2390.0,26276,2158,20335,,,
2021-07-21,2344,308,,,2652,35.6,7.6,20755.0,11640.0,45.0,2100.0,26276,2210,21621,,,
2021-07-22,2356,308,,,2664,,,,,,,26276,2126,22730,64.6,30.7,1.0
2021-07-23,2364,272,,,2636,36.4,7.5,20180.0,11530.0,45.0,2085.0,26276,2024,23779,,,
2021-07-24,2452,272,,,2724,,,,,,,26276,2418,21152,,,
2021-07-25,2292,68,,,2360,,,,,,,26276,2344,18438,,,
2021-07-26,2352,132,,,2484,,,,,,,26276,1967,19158,,,
2021-07-27,2316,320,,,2636,38.5,7.7,20765.0,11375.0,45.0,2230.0,26276,1989,21220,,,
2021-07-28,2452,324,,,2776,37.1,7.5,18340.0,10330.0,45.0,2025.0,26276,2349,20976,,,
2021-07-29,2436,252,,,2688,,,,,,,26276,2453,22750,63.7,32.6,1.0
2021-07-30,2232,296,,,2528,37.8,7.5,18370.0,10410.0,43.0,2000.0,26276,2175,22925,,,
2021-07-31,2260,244,,,2504,,,,,,,26276,2137,20597,,,
2021-08-01,2016,64,,,2080,,,,,,,26276,2421,14619,,,
2021-08-02,2032,328,25282.0,17610.0,2360,39.8,7.6,19440.0,11110.0,40.0,2125.0,26276,2359,20050,,,
2021-08-03,2064,372,,,2436,40.4,7.4,20045.0,11175.0,50.0,2220.0,26276,2105,21192,,,
2021-08-04,2044,312,,,2356,38.6,7.6,18280.0,10360.0,40.0,2040.0,26276,2269,17928,65.9,34.0,4.0
2021-08-05,2080,344,,,2424,,,,,,,26276,2524,20878,,,
2021-08-06,2288,296,,,2584,38.5,7.5,17560.0,9970.0,50.0,2020.0,26276,2476,19161,,,
2021-08-07,2064,284,,,2348,,,,,,,26276,2069,19031,,,
2021-08-08,2172,64,,,2236,,,,,,,26276,2131,20210,,,
2021-08-09,2248,388,25348.0,17966.0,2636,38.8,7.6,17695.0,10060.0,100.0,2125.0,26276,2116,19483,,,
2021-08-10,2096,400,,,2496,38.0,7.7,20930.0,11945.0,40.0,2125.0,26276,1888,19342,,,
2021-08-11,2268,316,,,2584,36.5,7.6,19535.0,10970.0,38.0,2025.0,26276,2325,22585,,,
2021-08-12,2036,280,,,2316,,,,,,,26276,2534,22897,,,
2021-08-13,2096,364,,,2460,37.4,7.5,19035.0,10885.0,38.0,1985.0,26276,2371,20785,63.0,34.1,2.0
2021-08-14,2288,256,,,2544,,,,,,,26276,2117,22344,,,
2021-08-15,2024,60,,,2084,,,,,,,26276,1829,22277,,,
2021-08-16,1856,332,,,2188,,,,,,,26276,1384,20682,,,
2021-08-17,1792,320,,,2112,37.2,7.5,19745.0,11040.0,43.0,2115.0,26276,2437,19435,,,
2021-08-18,1928,352,,,2280,36.7,7.5,19660.0,11015.0,38.0,2175.0,26276,2537,20558,,,
2021-08-19,2012,320,,,2332,,,,,,,26276,2218,19917,64.9,30.7,1.0
2021-08-20,2024,324,,,2348,37.2,7.5,17945.0,10255.0,33.0,1945.0,26276,1882,20157,,,
2021-08-21,1936,248,,,2184,,,,,,,26276,1594,26963,,,
2021-08-22,2016,60,,,2076,,,,,,,26276,2014,22231,,,
2021-08-23,1664,420,30180.0,22208.0,2084,38.0,7.5,17640.0,10395.0,33.0,2025.0,26276,1881,26175,,,
2021-08-24,1816,340,,,2156,38.6,7.5,20900.0,12045.0,45.0,2175.0,26276,2014,29635,,,
2021-08-25,2136,252,,,2388,36.8,7.6,21285.0,11980.0,43.0,2140.0,26276,2448,28201,,,
2021-08-26,2232,300,,,2532,,,,,,,26276,2539,29706,63.6,31.4,1.0
2021-08-27,2452,272,,,2724,35.9,7.5,18090.0,9830.0,38.0,2065.0,26276,2566,26364,,,
2021-08-28,2184,212,,,2396,,,,,,,26276,2467,23393,,,
2021-08-29,2052,64,,,2116,,,,,,,26276,2518,13134,,,
2021-08-30,1884,448,18944.0,14302.0,2332,39.0,7.5,14830.0,7915.0,50.0,1950.0,26276,2403,20951,,,
2021-08-31,2152,372,,,2524,36.1,7.5,19460.0,10235.0,43.0,2000.0,26276,2503,29291,,,
2021-09-01,2212,264,,,2476,35.4,7.6,17165.0,9450.0,48.0,1985.0,26276,2659,29772,,,
2021-09-02,1800,292,,,2092,,,,,,,26276,2164,27193,,,
2021-09-03,1028,212,,,1240,35.1,7.6,15750.0,8500.0,33.0,1995.0,26276,1026,27197,62.1,32.1,1.0
2021-09-04,1036,188,,,1224,,,,,,,26276,980,20000,,,
2021-09-05,1020,60,,,1080,,,,,,,26276,910,25990,,,
2021-09-06,1032,404,42850.0,33713.0,1436,38.7,7.7,12870.0,6685.0,45.0,2040.0,26276,1287,29371,,,
2021-09-07,1032,352,,,1384,38.8,7.6,20245.0,10390.0,40.0,2390.0,26276,1345,28032,,,
2021-09-08,1048,384,,,1432,38.8,7.7,16830.0,8810.0,45.0,2300.0,26276,1258,14703,,,
2021-09-09,1068,280,,,1348,,,,,,,26276,1300,20396,,,
2021-09-10,1176,284,,,1460,38.4,7.6,15935.0,8460.0,33.0,2405.0,26276,871,27718,62.6,32.1,1.0
2021-09-11,936,292,,,1228,,,,,,,26276,1204,28918,,,
2021-09-12,968,56,,,1024,,,,,,,26276,932,28476,,,
2021-09-13,1068,320,36689.0,28477.0,1388,43.5,7.8,14400.0,7770.0,70.0,2490.0,26276,1131,26924,,,
2021-09-14,1004,336,,,1340,41.0,7.8,18745.0,9910.0,63.0,2710.0,26276,1318,24431,,,
2021-09-15,1000,292,,,1292,40.4,7.9,15925.0,8510.0,60.0,2710.0,26276,1353,24160,,,
2021-09-16,980,276,,,1256,,,,,,,26276,1047,24401,60.6,33.7,3.0
2021-09-17,976,324,,,1300,,,,,,,26276,1287,29337,,,
2021-09-18,1088,344,,,1432,,,,,,,26276,1340,33247,,,
2021-09-19,1124,56,,,1180,,,,,,,26276,1404,29633,,,
2021-09-20,1064,436,,,1500,,,,,,,26276,1529,29399,,,
2021-09-21,1128,56,,,1184,,,,,,,26276,1713,28860,,,
2021-09-22,1148,336,,,1484,,,,,,,26276,1005,27479,,,
2021-09-23,1284,260,,,1544,,,,,,,26276,1402,26693,,,
2021-09-24,1096,388,,,1484,40.0,7.9,16765.0,9200.0,100.0,2850.0,26276,1872,28236,60.1,32.9,3.0
2021-09-25,1060,372,,,1432,,,,,,,26276,1873,25585,,,
2021-09-26,1064,60,,,1124,,,,,,,26276,1301,27991,,,
2021-09-27,1284,408,44081.0,35396.0,1692,41.8,7.6,18565.0,10665.0,70.0,3270.0,26276,1163,27751,,,
2021-09-28,1440,484,,,1924,41.6,7.7,19790.0,11070.0,289.0,3335.0,26276,1236,26485,,,
2021-09-29,1280,356,,,1636,40.1,7.5,18895.0,10895.0,596.0,3075.0,26276,1347,23788,,,
2021-09-30,1584,336,,,1920,,,,,,,26276,958,23097,,,
2021-10-01,1356,320,,,1676,37.9,7.6,18835.0,10695.0,50.0,3090.0,26276,1030,22843,58.2,33.7,3.0
2021-10-02,1428,276,,,1704,,,,,,,26276,1041,21747,,,
2021-10-03,1620,64,,,1684,,,,,,,26276,1203,21737,,,
2021-10-04,1472,436,,,1908,,,,,,,26276,1318,22258,,,
2021-10-05,1452,356,,,1808,36.6,7.7,20660.0,10910.0,338.0,3375.0,26276,1436,21064,,,
2021-10-06,1368,368,,,1736,35.1,7.5,18015.0,10655.0,1009.0,3040.0,26276,1446,23009,,,
2021-10-07,1208,332,,,1540,,,,,,,26276,1723,23996,,,
2021-10-08,1268,272,,,1540,35.4,7.8,18515.0,10765.0,48.0,3180.0,26276,1687,24602,61.8,29.7,3.0
2021-10-09,1196,256,,,1452,,,,,,,26276,1299,24666,,,
2021-10-10,1184,56,,,1240,,,,,,,26276,836,23741,,,
2021-10-11,1064,372,,,1436,,,,,,,26276,642,23009,,,
2021-10-12,960,388,,,1348,36.0,7.7,18280.0,10295.0,140.0,3390.0,26276,1046,23870,,,
2021-10-13,1192,320,,,1512,35.2,7.7,16375.0,9310.0,113.0,3065.0,26276,1132,23666,,,
2021-10-14,1176,344,,,1520,,,,,,,26276,885,25865,,,
2021-10-15,1184,268,,,1452,35.2,7.7,19855.0,11545.0,48.0,3135.0,26276,1237,25899,60.0,30.3,2.0
2021-10-16,1104,276,,,1380,,,,,,,26276,1289,25148,,,
2021-10-17,1088,60,,,1148,,,,,,,26276,635,23416,,,
2021-10-18,1040,340,39328.0,29439.0,1380,35.1,7.7,17810.0,9935.0,48.0,3285.0,26276,754,23332,,,
2021-10-19,1196,392,,,1588,36.5,7.8,19515.0,11000.0,50.0,3515.0,26276,979,25759,,,
2021-10-20,1148,364,,,1512,36.3,7.8,18405.0,10035.0,55.0,3200.0,26276,960,25537,,,
2021-10-21,928,312,,,1240,,,,,,,26276,855,26050,,,
2021-10-22,840,312,,,1152,37.0,7.5,19085.0,10955.0,50.0,3325.0,26276,802,25430,60.1,30.9,1.0
2021-10-23,832,320,,,1152,,,,,,,26276,1016,25024,,,
2021-10-24,924,60,,,984,,,,,,,26276,821,22300,,,
2021-10-25,852,376,32480.0,25300.0,1228,39.6,8.0,17090.0,9650.0,58.0,3360.0,26276,860,25408,,,
2021-10-26,800,368,,,1168,38.2,6.9,18065.0,10025.0,53.0,3630.0,26276,887,21252,,,
2021-10-27,796,344,,,1140,39.9,7.9,15115.0,8325.0,58.0,3355.0,26276,970,23294,,,
2021-10-28,820,324,,,1144,,,,,,,26276,874,26456,,,
2021-10-29,996,356,,,1352,38.0,7.8,19030.0,10880.0,53.0,3390.0,26276,962,28129,60.2,28.8,2.0
2021-10-30,952,300,,,1252,,,,,,,26276,1172,26358,,,
2021-10-31,1068,60,,,1128,,,,,,,26276,1256,24811,,,
2021-11-01,1064,392,35641.0,27939.0,1456,40.5,7.9,17995.0,10395.0,63.0,3560.0,26276,1584,24846,,,
2021-11-02,1348,364,,,1712,39.3,8.0,19355.0,10880.0,70.0,3715.0,26276,1691,26292,,,
2021-11-03,1200,264,,,1464,39.0,7.9,16635.0,9465.0,60.0,3430.0,26276,1591,27755,,,
2021-11-04,1312,344,,,1656,,,,,,,26276,1488,27523,,,
2021-11-05,1252,488,,,1740,37.5,7.9,19155.0,11195.0,50.0,3465.0,26276,1244,27970,60.6,29.8,1.0
2021-11-06,1320,200,,,1520,,,,,,,26276,2109,26937,,,
2021-11-07,1604,56,,,1660,,,,,,,26276,1983,23160,,,
2021-11-08,1688,316,29749.0,22943.0,2004,39.0,7.9,17895.0,10705.0,88.0,3195.0,26276,2021,27692,,,
2021-11-09,1444,396,,,1840,37.4,8.1,18955.0,10710.0,75.0,3520.0,26276,1885,26099,60.3,29.4,1.0
2021-11-10,1492,316,,,1808,36.8,8.0,16990.0,9800.0,73.0,3100.0,26276,1888,27093,,,
2021-11-11,1444,248,,,1692,,,,,,,26276,1641,27545,,,
2021-11-12,1224,344,,,1568,35.8,7.8,19075.0,11180.0,60.0,3245.0,26276,2001,24013,,,
2021-11-13,1476,248,,,1724,,,,,,,26276,2091,27898,,,
2021-11-14,1288,60,,,1348,,,,,,,26276,1981,23625,,,
2021-11-15,1464,324,26024.0,19757.0,1788,35.8,8.0,17205.0,10065.0,80.0,3135.0,26276,1865,28728,,,
2021-11-16,1648,356,,,2004,36.5,7.8,19460.0,11150.0,83.0,3475.0,26276,1972,28503,,,
2021-11-17,1512,296,,,1808,35.4,7.8,18210.0,10575.0,60.0,3020.0,26276,2138,26585,,,
2021-11-18,1700,280,,,1980,,,,,,,26276,1932,29599,,,
2021-11-19,1456,288,,,1744,35.3,7.9,18755.0,11085.0,70.0,3175.0,26276,2112,29144,,,
2021-11-20,1676,260,,,1936,,,,,,,26276,1943,30330,,,
2021-11-21,1456,56,,,1512,,,,,,,26276,1608,28687,,,
2021-11-22,1212,324,35473.0,27312.0,1536,35.4,7.8,18850.0,11350.0,63.0,3075.0,26276,1477,24924,,,
2021-11-23,1540,392,,,1932,35.1,7.9,18855.0,9865.0,58.0,3460.0,26276,1817,22900,,,
2021-11-24,1424,292,,,1716,34.7,7.4,18235.0,10580.0,55.0,3010.0,26276,2054,20014,,,
2021-11-25,1392,280,,,1672,,,,,,,26276,2054,21484,,,
2021-11-26,1412,300,,,1712,34.6,7.5,19120.0,11585.0,53.0,3130.0,26276,1276,23485,60.9,32.1,1.0
2021-11-27,1436,304,,,1740,,,,,,,26276,1633,23051,,,
2021-11-28,1500,60,,,1560,,,,,,,26276,1050,24170,,,
2021-11-29,1400,352,35229.0,27304.0,1752,33.9,7.6,18690.0,11300.0,53.0,3080.0,26276,997,23182,,,
2021-11-30,1488,384,,,1872,33.4,7.6,19540.0,11515.0,73.0,3290.0,26276,1850,24270,,,
2021-12-01,1472,272,,,1744,34.6,7.5,18415.0,10815.0,53.0,3015.0,26276,2099,24012,,,
2021-12-02,1468,268,,,1736,,,,,,,26276,1962,24900,,,
2021-12-03,1520,260,,,1780,34.0,7.6,18650.0,11265.0,55.0,3025.0,26276,1775,28200,,,
2021-12-04,1324,256,,,1580,,,,,,,26276,2043,25439,60.3,33.3,3.0
2021-12-05,1600,60,,,1660,,,,,,,26276,2102,25557,,,
2021-12-06,1636,412,35287.0,27824.0,2048,34.8,7.3,18285.0,10875.0,65.0,3215.0,26276,2120,26398,,,
2021-12-07,1456,336,,,1792,34.8,7.5,20460.0,12430.0,88.0,3320.0,26276,1955,26302,,,
2021-12-08,1476,292,,,1768,34.5,7.7,19350.0,11620.0,48.0,3020.0,26276,1619,28139,,,
2021-12-09,1276,248,,,1524,,,,,,,26276,1738,27302,,,
2021-12-10,1480,264,,,1744,33.5,7.5,20935.0,12755.0,58.0,3075.0,26276,1786,23378,58.7,34.5,4.0
2021-12-11,1440,256,,,1696,,,,,,,26276,1775,26081,,,
2021-12-12,1144,52,,,1196,,,,,,,26276,1753,27594,,,
2021-12-13,1404,356,41071.0,32873.0,1760,35.0,7.6,18700.0,11285.0,63.0,3255.0,26276,1820,26325,,,
2021-12-14,1124,332,,,1456,35.7,7.7,20380.0,11830.0,53.0,3605.0,26276,1620,24522,,,
2021-12-15,1520,248,,,1768,35.1,7.6,19960.0,11895.0,73.0,3245.0,26276,1274,22702,,,
2021-12-16,1428,356,,,1784,,,,,,,26276,1634,24706,,,
2021-12-17,1080,244,,,1324,33.8,7.6,19875.0,12230.0,60.0,3210.0,26276,1859,28581,59.1,34.2,4.0
2021-12-18,1504,256,,,1760,,,,,,,26276,2105,25093,,,
2021-12-19,1596,40,,,1636,,,,,,,26276,2232,24573,,,
2021-12-20,1664,408,34931.0,27859.0,2072,32.1,7.2,19965.0,12155.0,78.0,3405.0,26276,1655,28086,,,
2021-12-21,1584,392,,,1976,32.6,7.4,19900.0,11990.0,73.0,3525.0,26276,1457,25998,,,
2021-12-22,1128,292,,,1420,34.1,7.5,19890.0,11735.0,60.0,3325.0,26276,1851,24451,,,
2021-12-23,1456,268,,,1724,,,,,,,26276,1542,25458,58.0,35.0,4.0
2021-12-24,1408,304,,,1712,,,,,,,26276,2010,24291,,,
2021-12-25,1468,316,,,1784,,,,,,,26276,1786,24997,,,
2021-12-26,1484,48,,,1532,,,,,,,26276,1663,22632,,,
2021-12-27,1688,476,28529.0,22189.0,2164,32.2,7.4,19595.0,12010.0,68.0,3135.0,26276,1759,22892,,,
2021-12-28,1524,496,,,2020,35.0,7.5,19475.0,11585.0,63.0,3425.0,26276,1746,23623,,,
2021-12-29,1148,344,,,1492,32.6,7.4,19260.0,11895.0,63.0,3025.0,26276,1821,24486,,,
2021-12-30,1276,272,,,1548,,,,,,,26276,1845,23331,58.9,32.9,2.0
2021-12-31,1396,360,,,1756,,,,,55.0,2985.0,26276,1834,23173,,,
2022-01-01,1424,244,,,1668,,,,,,,26276,1481,21806,,,
2022-01-02,1448,56,,,1504,,,,,,,26276,1904,23383,,,
2022-01-03,1444,412,37090.0,30586.0,1856,32.7,7.3,19180.0,12025.0,50.0,3030.0,26276,1846,25659,,,
2022-01-04,1416,348,,,1764,33.3,7.3,19080.0,11430.0,75.0,3235.0,26276,1628,28539,,,
2022-01-05,1132,300,,,1432,32.4,7.3,18875.0,11090.0,165.0,3035.0,26276,1668,23876,,,
2022-01-06,1108,332,,,1440,,,,,,,26276,1854,26410,58.2,34.1,5.0
2022-01-07,1280,312,,,1592,30.5,7.4,19580.0,12485.0,168.0,2865.0,26276,1805,25809,,,
2022-01-08,1216,280,,,1496,,,,,,,26276,1961,26780,,,
2022-01-09,1532,48,,,1580,,,,,,,26276,1839,23060,,,
2022-01-10,1512,404,37549.0,30740.0,1916,33.2,7.2,19020.0,11645.0,93.0,3040.0,26276,2063,27846,,,
2022-01-11,1452,352,,,1804,34.5,7.5,19260.0,11830.0,83.0,3215.0,26276,1887,26896,,,
2022-01-12,1424,292,,,1716,32.5,7.3,18055.0,10755.0,75.0,2965.0,26276,1898,26015,,,
2022-01-13,1392,276,,,1668,,,,,,,26276,2036,26041,57.5,34.5,4.0
2022-01-14,1476,240,,,1716,34.2,7.3,19155.0,12215.0,78.0,2985.0,26276,2151,26277,,,
2022-01-15,1668,328,,,1996,,,,,,,26276,1919,27498,,,
2022-01-16,1528,48,,,1576,,,,,,,26276,2055,24448,,,
2022-01-17,1508,388,36421.0,30045.0,1896,33.0,7.2,19365.0,12085.0,73.0,3145.0,26276,2071,24617,,,
2022-01-18,1456,392,,,1848,33.6,7.4,18290.0,11035.0,88.0,3125.0,26276,2287,21728,,,
2022-01-19,1632,340,,,1972,29.7,7.4,18285.0,10990.0,63.0,2715.0,26276,2182,22631,,,
2022-01-20,1584,272,,,1856,,,,,,,26276,2031,21896,59.6,32.4,6.0
2022-01-21,1412,316,,,1728,29.8,7.3,18200.0,11860.0,70.0,2740.0,26276,2181,26239,,,
2022-01-22,1496,324,,,1820,,,,,,,26276,2243,26571,,,
2022-01-23,1584,56,,,1640,,,,,,,26276,1794,26670,,,
2022-01-24,1420,408,32836.0,26529.0,1828,31.0,7.2,18755.0,11630.0,55.0,2720.0,26276,1905,25489,,,
2022-01-25,1492,400,,,1892,32.0,7.3,19105.0,11665.0,63.0,3020.0,26276,2232,26182,,,
2022-01-26,1488,272,,,1760,30.6,7.3,18530.0,11240.0,98.0,2665.0,26276,2093,32557,,,
2022-01-27,1460,292,,,1752,,,,,,,26276,2011,23468,58.7,32.0,3.0
2022-01-28,1504,332,,,1836,29.8,7.5,,,68.0,2575.0,26276,2296,23020,,,
2022-01-29,1496,388,,,1884,,,,,,,26276,2317,25069,,,
2022-01-30,1724,48,,,1772,,,,,,,26276,2135,25049,,,
2022-01-31,1772,364,,,2136,,,,,,,26276,2210,27346,,,
2022-02-01,1668,44,,,1712,,,,,,,26276,2455,25394,,,
2022-02-02,1768,372,,,2140,,,,,,,26276,2306,25686,,,
2022-02-03,1648,348,,,1996,,,,,,,26276,2189,27219,,,
2022-02-04,1372,348,,,1720,29.9,7.3,19270.0,12575.0,63.0,2650.0,26276,2146,26130,58.1,32.5,3.0
2022-02-05,1592,312,,,1904,,,,,,,26276,2563,24225,,,
2022-02-06,1716,48,,,1764,,,,,,,26276,2279,23873,,,
2022-02-07,1728,436,33986.0,27528.0,2164,31.0,7.1,16940.0,10765.0,60.0,2660.0,26276,2144,26714,,,
2022-02-08,1516,348,,,1864,30.1,7.4,17320.0,11100.0,70.0,2825.0,26276,2236,27195,,,
2022-02-09,1380,332,,,1712,31.0,7.3,18530.0,11640.0,60.0,2625.0,26276,1704,28386,,,
2022-02-10,1120,300,,,1420,,,,,,,26276,1562,28667,56.5,34.4,3.0
2022-02-11,844,336,,,1180,29.7,7.5,18715.0,12020.0,70.0,2690.0,26276,1653,29165,,,
2022-02-12,1168,332,,,1500,,,,,,,26276,1402,30163,,,
2022-02-13,1192,44,,,1236,,,,,,,26276,1609,24615,,,
2022-02-14,1184,428,33446.0,26486.0,1612,31.9,7.4,18925.0,12280.0,53.0,2880.0,26276,1626,25902,,,
2022-02-15,1188,364,,,1552,32.9,7.4,17550.0,11035.0,55.0,3110.0,26276,1701,29007,,,
2022-02-16,968,312,,,1280,31.4,7.4,18855.0,11490.0,65.0,2910.0,26276,1835,28216,,,
2022-02-17,1196,228,,,1424,,,,,,,26276,1630,30273,,,
2022-02-18,1120,280,,,1400,32.5,7.3,18390.0,11955.0,45.0,2830.0,26276,1748,27662,60.2,31.3,4.0
2022-02-19,1116,276,,,1392,,,,,,,26276,1796,27097,,,
2022-02-20,1152,48,,,1200,,,,,,,26276,1596,24948,,,
2022-02-21,1136,376,40310.0,32440.0,1512,32.9,7.5,19385.0,12140.0,68.0,3170.0,26276,2008,30452,,,
2022-02-22,1188,364,,,1552,35.4,7.5,18510.0,11305.0,65.0,3455.0,26276,1878,28843,,,
2022-02-23,1436,324,,,1760,33.1,7.4,20145.0,12120.0,48.0,3210.0,26276,1763,27984,,,
2022-02-24,1524,276,,,1800,,,,,,,26276,1695,28308,57.3,33.0,3.0
2022-02-25,1500,308,,,1808,33.0,7.3,19175.0,12425.0,50.0,3010.0,26276,2151,31790,,,
2022-02-26,1380,288,,,1668,,,,,,,26276,1991,28755,,,
2022-02-27,1384,48,,,1432,,,,,,,26276,1584,25155,,,
2022-02-28,1452,348,38843.0,31230.0,1800,33.5,7.4,19980.0,12345.0,60.0,3320.0,26276,1799,27379,,,
2022-03-01,1480,332,,,1812,,,,,,,26276,2033,26438,,,
2022-03-02,1488,332,,,1820,34.3,7.4,20940.0,12560.0,58.0,3380.0,26276,1994,26229,,,
2022-03-03,1476,240,,,1716,,,,,,,26276,1562,22224,,,
2022-03-04,1536,276,,,1812,33.0,7.2,18865.0,12420.0,53.0,3155.0,26276,1738,24280,57.6,32.9,2.0
2022-03-05,1492,264,,,1756,,,,,,,26276,1427,25798,,,
2022-03-06,1396,48,,,1444,,,,,,,26276,1527,24280,,,
2022-03-07,1392,412,44960.0,36349.0,1804,33.4,7.4,20405.0,12790.0,53.0,3435.0,26276,1610,25463,,,
2022-03-08,1348,392,,,1740,33.1,7.4,19725.0,12110.0,401.0,3430.0,26276,1589,26314,,,
2022-03-09,1388,240,,,1628,,,,,,,26276,1678,25777,,,
2022-03-10,1396,260,,,1656,,,,,,,26276,1676,27043,,,
2022-03-11,1388,272,,,1660,32.4,7.3,20370.0,13310.0,75.0,3350.0,26276,2103,26321,56.5,34.2,4.0
2022-03-12,1584,352,,,1936,,,,,,,26276,1756,25399,,,
2022-03-13,1576,40,,,1616,,,,,,,26276,1470,22355,,,
2022-03-14,1436,396,33101.0,26429.0,1832,33.5,7.3,20840.0,13550.0,78.0,3445.0,26276,2050,18559,,,
2022-03-15,1456,308,,,1764,34.2,7.4,20170.0,13090.0,83.0,3490.0,26276,2134,25084,,,
2022-03-16,1484,376,,,1860,32.6,7.3,21315.0,13365.0,93.0,3430.0,26276,2322,28701,,,
2022-03-17,1460,308,,,1768,,,,,,,26276,2003,19462,58.6,31.6,2.0
2022-03-18,1448,352,,,1800,30.7,7.3,21610.0,14490.0,70.0,3365.0,26276,2331,18564,,,
2022-03-19,1436,316,,,1752,,,,,,,26276,2143,23612,,,
2022-03-20,1592,40,,,1632,,,,,,,26276,1988,26689,,,
2022-03-21,1540,528,39695.0,31822.0,2068,32.0,7.3,21110.0,13610.0,68.0,3255.0,26276,1998,26655,,,
2022-03-22,1476,488,,,1964,33.0,7.3,20965.0,13400.0,75.0,3435.0,26276,2264,21992,,,
2022-03-23,1464,480,,,1944,31.2,7.4,20550.0,13205.0,103.0,3080.0,26276,2286,25771,,,
2022-03-24,1444,316,,,1760,,,,,,,26276,1922,28138,,,
2022-03-25,1448,384,,,1832,31.0,7.3,20750.0,13560.0,65.0,3140.0,26276,2002,25987,59.3,31.7,4.0
2022-03-26,1412,292,,,1704,,,,,,,26276,1961,24550,,,
2022-03-27,1548,40,,,1588,,,,,,,26276,1706,26804,,,
